,,,,,,Totals,Totals,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Age,Tm,Lg,Season,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
548,Peja Stojaković\stojape01,22,SAC,NBA,1999-00,74,11,23.6,4.3,9.7,3,6.1,1.4,3.6,1.8,2.1,1,2.7,3.7,1.4,0.7,0.1,1.2,1.3,11.9,0.448,0.491,0.375,0.517,0.882,0.559
549,Bruno Šundov\sundobr01,19,DAL,NBA,1999-00,14,0,4.4,0.9,2.2,0.9,2.2,0,0,0.1,0.1,0.4,0.5,0.9,0.1,0.1,0.1,0.3,1.1,1.9,0.387,0.387,,0.387,1,0.408
550,Robert Traylor\traylro01,22,MIL,NBA,1999-00,44,16,10.2,1.3,2.8,1.3,2.7,0,0.1,0.9,1.5,1.1,1.5,2.6,0.5,0.6,0.6,0.6,1.8,3.6,0.475,0.492,0,0.475,0.603,0.517
551,Fred Vinson\vinsofr01,29,SEA,NBA,1999-00,8,0,5,0.6,2.1,0.4,1.3,0.3,0.9,0.1,0.3,0,0.1,0.1,0,0.4,0,0.5,0.3,1.6,0.294,0.3,0.286,0.353,0.5,0.364
552,Bonzi Wells\wellsbo01,23,POR,NBA,1999-00,66,0,17.6,3.6,7.3,3.3,6.5,0.3,0.8,1.3,2,1.2,1.6,2.8,1.5,1,0.2,1.5,2.3,8.8,0.492,0.506,0.377,0.513,0.682,0.54
553,Jahidi White\whiteja01,23,WAS,NBA,1999-00,80,59,19.2,2.9,5.6,2.9,5.6,0,0,1.4,2.6,2.5,4.4,6.9,0.2,0.4,1,1.2,2.9,7.1,0.507,0.507,,0.507,0.536,0.524
554,Jason Williams\willija02,24,SAC,NBA,1999-00,81,81,34.1,4.5,12,2.7,5.8,1.8,6.2,1.6,2.1,0.3,2.6,2.8,7.3,1.4,0.1,3.7,1.7,12.3,0.373,0.466,0.287,0.448,0.753,0.477
555,Shammond Williams\willish01,24,SEA,NBA,1999-00,43,5,12,2,5.2,1.4,3.3,0.6,1.9,0.8,1.2,0.3,0.9,1.2,1.8,0.4,0,0.9,0.9,5.2,0.373,0.417,0.296,0.427,0.647,0.455
556,Rafer Alston\alstora01,24,MIL,NBA,2000-01,37,2,7.8,0.8,2.3,0.6,1.5,0.2,0.8,0.2,0.4,0.1,0.7,0.8,1.8,0.4,0,0.5,0.7,2.1,0.357,0.407,0.267,0.405,0.692,0.429
557,Chucky Atkins\atkinch01,26,DET,NBA,2000-01,81,75,29.2,4.7,11.8,3.2,7.6,1.5,4.2,1.1,1.6,0.3,1.8,2.1,4.1,0.8,0.1,1.8,2.3,12,0.399,0.423,0.357,0.463,0.692,0.481
558,William Avery\averywi01,21,MIN,NBA,2000-01,55,0,8.4,1,2.6,0.7,1.5,0.3,1.1,0.5,0.7,0.1,0.4,0.5,1.4,0.2,0.1,0.8,0.9,2.8,0.382,0.459,0.271,0.438,0.778,0.482
559,Jonathan Bender\bendejo01,20,IND,NBA,2000-01,59,7,9.7,1.1,3.2,0.9,2.5,0.2,0.7,0.8,1.2,0.2,1,1.3,0.5,0.1,0.5,0.7,1.2,3.3,0.355,0.379,0.268,0.384,0.735,0.447
560,Calvin Booth\boothca01,24,TOT,NBA,2000-01,55,29,17,2.2,4.6,2.2,4.6,0,0,1,1.4,1.4,3.1,4.5,0.8,0.5,2,1,2.7,5.3,0.476,0.476,,0.476,0.679,0.512
561,Cal Bowdler\bowdlca01,23,ATL,NBA,2000-01,44,0,8.5,1.2,2.6,1.2,2.5,0,0.1,0.8,0.9,0.7,1.1,1.8,0.1,0.2,0.5,0.3,1,3.2,0.465,0.477,0.2,0.469,0.825,0.532
562,Ryan Bowen\bowenry01,25,DEN,NBA,2000-01,57,0,12.2,1.4,2.5,1.3,2.3,0.1,0.2,0.5,0.8,1.1,0.9,2,0.5,0.6,0.2,0.4,1.7,3.4,0.556,0.571,0.364,0.569,0.614,0.585
563,Ira Bowman\bowmair01,27,ATL,NBA,2000-01,3,0,6.3,0,0.7,0,0.7,0,0,0,0,0.3,0.3,0.7,2.3,0,0,0.3,0,0,0,0,,0,,0
564,Elton Brand\brandel01,21,CHI,NBA,2000-01,74,74,39.3,7.8,16.4,7.8,16.4,0,0,4.5,6.4,3.9,6.2,10.1,3.2,1,1.6,3,3.3,20.1,0.476,0.477,0,0.476,0.708,0.524
565,Greg Buckner\buckngr01,24,DAL,NBA,2000-01,37,9,22.2,2.3,5.2,2.2,5,0.1,0.2,1.6,2.2,1.6,2.6,4.2,1.3,0.9,0.2,0.7,3.2,6.2,0.438,0.443,0.286,0.443,0.728,0.503
566,Rodney Buford\buforro01,23,PHI,NBA,2000-01,47,0,12.2,2.2,5.1,1.9,4.3,0.3,0.8,0.5,0.6,0.3,1.2,1.6,0.4,0.4,0.1,0.6,1.4,5.3,0.432,0.433,0.421,0.465,0.828,0.489
567,Anthony Carter\cartean01,25,MIA,NBA,2000-01,72,6,22.6,2.7,6.7,2.6,6.1,0.1,0.6,0.9,1.4,0.6,1.9,2.5,3.7,1,0.1,1.7,2.1,6.4,0.406,0.43,0.15,0.413,0.631,0.439
568,Vonteego Cummings\cummivo01,24,GSW,NBA,2000-01,66,11,22.7,2.7,7.8,2,5.7,0.7,2.2,1.2,1.8,0.7,1.4,2.1,3.4,1,0.2,1.4,2.4,7.3,0.344,0.348,0.336,0.391,0.681,0.425
569,Baron Davis\davisba01,21,CHH,NBA,2000-01,82,82,38.9,5,11.7,4,8.3,1,3.3,2.8,4.1,1.6,3.4,5,7.3,2.1,0.4,2.8,3.3,13.8,0.427,0.474,0.31,0.472,0.677,0.512
570,Derrick Dial\dialde01,25,SAS,NBA,2000-01,33,0,6.3,1.1,2.5,1,2.2,0.1,0.3,0.4,0.6,0.4,0.8,1.2,0.6,0.1,0.2,0.4,0.7,2.6,0.434,0.466,0.2,0.446,0.571,0.466
571,Obinna Ekezie\ekeziob01,25,TOT,NBA,2000-01,33,0,8.5,1,2.5,1,2.5,0,0,1.1,1.6,0.9,1.4,2.4,0.3,0.2,0.2,0.4,1.5,3.1,0.395,0.395,,0.395,0.698,0.484
572,Evan Eschmeyer\eschmev01,25,NJN,NBA,2000-01,74,51,18,1.2,2.7,1.2,2.7,0,0,0.9,1.4,1.8,3.1,4.9,0.5,0.6,0.8,0.7,3,3.4,0.46,0.46,,0.46,0.657,0.512
573,Jeff Foster\fosteje01,24,IND,NBA,2000-01,71,9,16.2,1.4,3,1.4,2.9,0,0.1,0.7,1.3,2,3.5,5.5,0.5,0.5,0.4,0.7,2.1,3.5,0.469,0.476,0.286,0.474,0.516,0.492
574,Steve Francis\francst01,23,HOU,NBA,2000-01,80,79,39.9,6.9,15.2,5.2,11,1.7,4.2,4.5,5.5,2.4,4.5,6.9,6.5,1.8,0.4,3.3,3.4,19.9,0.451,0.472,0.396,0.506,0.817,0.563
575,Chris Garner\garnech01,25,GSW,NBA,2000-01,8,0,18.6,0.9,4.6,0.9,3.8,0,0.9,0.6,0.8,0.3,1.3,1.5,2.3,0.9,0.1,1.1,2.3,2.4,0.189,0.233,0,0.189,0.833,0.24
576,Devean George\georgde01,23,LAL,NBA,2000-01,59,1,10.1,1.1,3.5,0.8,2.4,0.3,1.2,0.7,0.9,0.6,1.3,1.9,0.3,0.3,0.3,0.6,1.5,3.1,0.309,0.353,0.221,0.345,0.709,0.394
577,Dion Glover\glovedi01,22,ATL,NBA,2000-01,57,7,16.3,2.5,5.9,2.3,5.1,0.2,0.8,0.8,1.2,0.7,1.6,2.3,1.2,0.9,0.2,0.9,1.6,5.9,0.42,0.455,0.196,0.433,0.681,0.461
578,Adrian Griffin\griffad01,26,BOS,NBA,2000-01,44,0,8.6,0.8,2.2,0.5,1.6,0.2,0.6,0.4,0.5,0.6,1.4,2,0.6,0.4,0.1,0.4,1,2.1,0.34,0.338,0.346,0.387,0.75,0.432
579,Richard Hamilton\hamilri01,22,WAS,NBA,2000-01,78,42,32.3,7,16,6.5,14.1,0.5,1.9,3.6,4.1,1,2.1,3.1,2.9,1,0.1,2.6,2.6,18.1,0.438,0.46,0.274,0.454,0.868,0.508
580,Chris Herren\herrech01,25,BOS,NBA,2000-01,25,7,16.3,1.2,3.8,0.5,1.6,0.6,2.2,0.4,0.5,0.2,0.7,0.8,2.2,0.6,0,0.8,1.7,3.3,0.302,0.317,0.291,0.385,0.75,0.41
581,Tim James\jamesti01,24,CHH,NBA,2000-01,30,0,6.6,0.5,1.7,0.5,1.6,0,0.1,0.4,0.5,0.5,0.7,1.2,0.3,0.1,0.2,0.3,0.9,1.5,0.308,0.306,0.333,0.317,0.857,0.387
582,Jumaine Jones\jonesju01,21,PHI,NBA,2000-01,65,0,13.3,1.9,4.2,1.6,3.3,0.3,0.9,0.6,0.8,1,1.9,2.9,0.5,0.5,0.2,0.6,1,4.7,0.444,0.474,0.333,0.48,0.755,0.51
583,Lari Ketner\ketnela01,23,IND,NBA,2000-01,3,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.7,0,0,,,,,,
584,Trajan Langdon\langdtr01,24,CLE,NBA,2000-01,65,5,17.2,2.1,4.8,1.3,2.9,0.8,1.9,1,1.2,0.2,1.2,1.4,1.2,0.6,0.1,0.8,1.8,6,0.431,0.444,0.411,0.513,0.895,0.561
585,Quincy Lewis\lewisqu01,23,UTA,NBA,2000-01,35,2,11.5,1.4,3.5,1.2,2.8,0.3,0.7,0.4,0.6,0.4,0.9,1.3,0.5,0.3,0.3,0.5,2.2,3.5,0.407,0.418,0.36,0.443,0.714,0.469
586,Todd MacCulloch\maccuto01,25,PHI,NBA,2000-01,63,3,9.5,1.7,2.9,1.7,2.9,0,0,0.7,1,1.1,1.6,2.7,0.2,0.1,0.3,0.4,1.5,4.1,0.589,0.589,,0.589,0.636,0.607
587,Corey Maggette\maggeco01,21,LAC,NBA,2000-01,69,9,19.7,3.3,7.1,3,6.2,0.2,0.8,3.2,4.2,1.3,2.9,4.2,1.2,0.5,0.1,1.5,2,10,0.462,0.483,0.304,0.479,0.774,0.562
588,Shawn Marion\mariosh01,22,PHO,NBA,2000-01,79,79,36.2,7.1,14.7,6.8,13.6,0.3,1,3,3.7,2.8,7.9,10.7,2,1.7,1.4,1.6,2.7,17.3,0.48,0.497,0.256,0.489,0.81,0.532
589,Andre Miller\millean02,24,CLE,NBA,2000-01,82,82,34.7,5.5,12.2,5.3,11.4,0.2,0.8,4.6,5.5,1.1,3.2,4.4,8,1.5,0.3,3.2,2.8,15.8,0.452,0.465,0.266,0.461,0.833,0.541
590,Lamar Odom\odomla01,21,LAC,NBA,2000-01,76,74,37.3,6.3,13.8,5.3,10.4,1.1,3.3,3.4,5.1,1.4,6.3,7.8,5.2,1,1.6,3.5,3.1,17.2,0.46,0.506,0.316,0.498,0.679,0.536
591,Scott Padgett\padgesc01,24,UTA,NBA,2000-01,27,0,4.7,0.7,1.6,0.5,1.3,0.2,0.3,0.6,0.7,0.7,0.7,1.4,0.2,0.2,0.1,0.4,0.8,2.1,0.419,0.382,0.556,0.477,0.75,0.541
592,Milt Palacio\palacmi01,22,BOS,NBA,2000-01,58,6,19.7,2.2,4.6,2,4,0.2,0.6,1.3,1.6,0.4,1.3,1.8,2.6,0.8,0,1.4,1.4,5.9,0.472,0.494,0.333,0.494,0.848,0.556
593,James Posey\poseyja01,24,DEN,NBA,2000-01,82,82,27.5,3,7.2,2.2,4.5,0.8,2.6,1.4,1.7,1.5,3.7,5.3,2,1.1,0.5,1.2,2.8,8.1,0.412,0.477,0.3,0.467,0.816,0.511
594,Laron Profit\profila01,23,WAS,NBA,2000-01,35,12,17.3,1.6,4.1,1.4,3.3,0.2,0.7,0.9,1.3,0.5,1.3,1.8,2.5,1,0.3,1.3,1.2,4.3,0.394,0.422,0.269,0.419,0.733,0.47
595,Eddie Robinson\robined01,24,CHH,NBA,2000-01,67,6,17.9,3.2,6.1,3.2,6,0,0.1,1,1.3,0.9,2.1,3,0.9,0.7,0.5,0.6,1,7.4,0.531,0.531,0.5,0.533,0.727,0.559
596,Michael Ruffin\ruffimi01,24,CHI,NBA,2000-01,45,16,19.5,0.9,2,0.9,2,0,0,0.9,1.7,2.2,3.6,5.8,0.9,0.7,0.8,1,2.9,2.6,0.444,0.444,,0.444,0.506,0.48
597,Wally Szczerbiak\szczewa02,23,MIN,NBA,2000-01,82,82,34.8,5.7,11.2,5.4,10.3,0.3,0.9,2.2,2.5,1.6,3.8,5.5,3.2,0.7,0.4,1.7,2.8,14,0.51,0.526,0.338,0.524,0.87,0.566
598,Jason Terry\terryja01,23,ATL,NBA,2000-01,82,77,37.7,7.3,16.7,5.8,12.8,1.5,3.8,3.7,4.4,0.5,2.8,3.3,4.9,1.3,0.1,2.9,2.5,19.7,0.436,0.448,0.395,0.481,0.846,0.531
599,Jamel Thomas\thomaja01,27,NJN,NBA,2000-01,5,0,11.2,1.2,3.8,1,3.2,0.2,0.6,0,0,0.8,1,1.8,0,0.6,0,1.2,1.2,2.6,0.316,0.313,0.333,0.342,,0.342
600,Kenny Thomas\thomake01,23,HOU,NBA,2000-01,74,21,24.6,2.8,6.3,2.4,5,0.3,1.2,1.2,1.7,1.6,4,5.6,1,0.5,0.6,1.6,2.4,7.1,0.443,0.485,0.272,0.47,0.722,0.507
601,Metta World Peace\artesro01,21,CHI,NBA,2000-01,76,74,31.1,4.3,10.7,3.7,8.8,0.6,1.9,2.8,3.7,0.8,3.1,3.9,3,2,0.6,2.1,3.3,11.9,0.401,0.426,0.291,0.428,0.75,0.483
602,Courtney Alexander\alexaco02,24,WAS,NBA,2001-02,56,28,23.7,4,8.5,3.9,8.1,0.1,0.3,1.8,2.2,0.8,1.9,2.6,1.5,0.6,0.1,1.1,2,9.8,0.47,0.478,0.278,0.476,0.81,0.521
603,Dalibor Bagarić\bagarda01,21,CHI,NBA,2001-02,50,0,12.8,1.4,3.6,1.4,3.5,0,0,0.8,1.4,1.1,2.1,3.2,0.5,0.3,0.5,0.9,2.2,3.7,0.404,0.407,0,0.404,0.586,0.443
604,Erick Barkley\barkler01,23,POR,NBA,2001-02,19,4,12,1.3,3.6,1.2,3.2,0.1,0.4,0.5,0.5,0.3,0.7,0.9,1.8,0.9,0.1,0.6,1.5,3.1,0.353,0.377,0.143,0.36,0.9,0.401
605,Raja Bell\bellra01,25,PHI,NBA,2001-02,74,12,12,1.4,3.2,1.2,2.6,0.2,0.6,0.5,0.6,0.4,1.1,1.5,1,0.3,0.1,0.6,1.5,3.4,0.429,0.464,0.273,0.454,0.75,0.486
606,Mark Blount\blounma01,26,BOS,NBA,2001-02,44,0,9.4,0.7,1.7,0.7,1.7,0,0,0.7,0.8,0.6,1.3,1.9,0.2,0.4,0.4,0.5,1.3,2.1,0.421,0.421,,0.421,0.811,0.509
607,Brian Cardinal\cardibr01,24,DET,NBA,2001-02,8,0,5.4,0.8,1.6,0.4,0.8,0.4,0.9,0.3,0.3,0.3,0.5,0.8,0.3,0.1,0,0,0.6,2.1,0.462,0.5,0.429,0.577,1,0.612
608,Mateen Cleaves\cleavma01,24,SAC,NBA,2001-02,32,0,4.8,0.9,2.1,0.9,1.9,0.1,0.3,0.3,0.3,0,0.2,0.3,0.8,0.2,0,0.8,0.3,2.2,0.441,0.467,0.25,0.456,0.889,0.486
609,Jason Collier\collija02,24,HOU,NBA,2001-02,25,2,14.6,1.6,3.8,1.6,3.8,0,0,1,1.3,1.2,2,3.3,0.4,0.2,0.2,0.5,1.6,4.2,0.432,0.436,0,0.432,0.75,0.486
610,Jamal Crawford\crawfja01,21,CHI,NBA,2001-02,23,6,20.9,3.9,8.1,2.7,5.6,1.1,2.5,0.4,0.6,0.2,1.3,1.5,2.4,0.8,0.2,1.4,0.8,9.3,0.476,0.488,0.448,0.545,0.769,0.555
611,Keyon Dooling\doolike01,21,LAC,NBA,2001-02,14,0,11.1,1.6,4.1,1.3,3.1,0.3,1,0.7,0.9,0,0.2,0.2,0.9,0.3,0.2,0.7,1.4,4.1,0.386,0.419,0.286,0.421,0.833,0.466
612,Marcus Fizer\fizerma01,23,CHI,NBA,2001-02,76,20,25.8,4.9,11.2,4.8,10.6,0.1,0.5,2.5,3.7,1.7,3.9,5.6,1.6,0.6,0.3,1.7,2.4,12.3,0.438,0.451,0.171,0.442,0.668,0.482
613,Eddie Gill\gilled01,23,MEM,NBA,2001-02,23,5,16.7,1.7,4,1.4,3,0.3,1,1.3,1.7,0.3,0.9,1.2,2.1,0.5,0.1,1.5,1.7,5,0.424,0.457,0.318,0.462,0.795,0.531
614,Steve Goodrich\goodrst01,25,NJN,NBA,2001-02,9,0,5.6,0.2,1.1,0.2,1.1,0,0,0.1,0.2,0.1,0.4,0.6,0.6,0.1,0.2,0.3,1.1,0.6,0.2,0.2,,0.2,0.5,0.23
615,A.J. Guyton\guytoaj01,23,CHI,NBA,2001-02,45,6,13.5,2,5.4,0.9,2.7,1,2.7,0.5,0.6,0.3,0.7,1,1.8,0.2,0.2,0.8,0.5,5.4,0.361,0.347,0.374,0.455,0.815,0.477
616,Zendon Hamilton\hamilze01,26,DEN,NBA,2001-02,54,15,15.7,1.9,4.5,1.9,4.5,0,0,2.2,3.4,2,2.6,4.7,0.3,0.4,0.3,1.1,1.9,6,0.42,0.42,,0.42,0.652,0.499
617,Jason Hart\hartja01,23,SAS,NBA,2001-02,10,0,9.2,1,1.9,1,1.7,0,0.2,0.6,0.6,0.4,0.9,1.3,1.2,0.7,0.1,0.8,1.6,2.6,0.526,0.588,0,0.526,1,0.601
618,Donnell Harvey\harvedo01,21,TOT,NBA,2001-02,47,4,17.9,2.3,4.6,2.3,4.6,0,0,1.1,1.9,1.7,3.1,4.8,0.8,0.4,0.5,0.7,2.4,5.7,0.498,0.498,,0.498,0.6,0.526
619,Eddie House\houseed01,23,MIA,NBA,2001-02,64,3,19.2,3.3,8.2,2.4,5.7,0.8,2.5,0.7,0.8,0.3,1.5,1.7,1.9,0.7,0.1,1.3,1.5,8,0.399,0.422,0.344,0.45,0.857,0.471
620,Jermaine Jackson\jacksje01,25,TOR,NBA,2001-02,24,0,11.7,0.8,1.8,0.8,1.7,0,0.1,0.7,1,0.1,1,1.1,2.4,0.4,0,0.6,1,2.4,0.476,0.475,0.5,0.488,0.667,0.542
621,Marc Jackson\jacksma02,27,TOT,NBA,2001-02,39,0,12.7,1.5,4.2,1.5,4.2,0,0,1.7,2.1,1.2,2.1,3.3,0.4,0.3,0.2,0.8,1.8,4.8,0.366,0.368,0,0.366,0.825,0.467
622,Stephen Jackson\jacksst02,23,SAS,NBA,2001-02,23,1,9.9,1.5,4,1.1,2.4,0.4,1.6,0.5,0.7,0.1,1,1.1,0.5,0.7,0.1,1,1.3,3.9,0.374,0.455,0.25,0.423,0.706,0.452
623,Jerome James\jamesje01,26,SEA,NBA,2001-02,56,40,16.9,2.4,4.9,2.4,4.9,0,0,0.5,1.1,1.6,2.6,4.1,0.4,0.4,1.5,1.3,3.1,5.3,0.491,0.491,,0.491,0.5,0.498
624,Harold Jamison\jamisha01,25,LAC,NBA,2001-02,25,2,7,0.9,1.7,0.9,1.7,0,0,0.4,0.6,1,0.6,1.6,0.2,0.2,0,0.2,0.9,2.2,0.512,0.512,,0.512,0.667,0.544
625,DerMarr Johnson\johnsde03,21,ATL,NBA,2001-02,72,46,24,3,7.5,1.7,4.1,1.2,3.4,1.2,1.5,0.8,2.6,3.4,1.1,0.9,0.8,1.4,2.3,8.4,0.396,0.427,0.36,0.479,0.81,0.513
626,Dan Langhi\langhda01,24,HOU,NBA,2001-02,34,8,12.8,1.4,3.7,1.4,3.6,0,0.1,0.2,0.3,0.6,1.3,2,0.4,0.2,0.1,0.3,0.7,3.1,0.392,0.397,0.25,0.396,0.727,0.412
627,Art Long\longar01,29,SEA,NBA,2001-02,63,27,15.7,1.9,3.9,1.9,3.9,0,0,0.7,1.3,1.7,2.3,4,0.7,0.3,0.4,1,2.9,4.5,0.492,0.492,,0.492,0.529,0.506
628,Mark Madsen\madsema01,26,LAL,NBA,2001-02,59,5,11,1.1,2.5,1.1,2.4,0,0,0.6,0.9,1.5,1.2,2.7,0.7,0.3,0.2,0.4,1.8,2.8,0.452,0.458,0,0.452,0.648,0.492
629,Jamaal Magloire\magloja01,23,CHH,NBA,2001-02,82,8,18.9,2.8,5,2.8,5,0,0,3,4.1,1.9,3.8,5.6,0.4,0.3,1,1.4,2.5,8.5,0.551,0.552,0,0.551,0.73,0.624
630,Kenyon Martin\martike01,24,NJN,NBA,2001-02,73,73,34.3,6.1,13.2,5.9,12.3,0.2,0.9,2.5,3.7,1.5,3.8,5.3,2.6,1.2,1.7,2.4,3.6,14.9,0.463,0.48,0.224,0.47,0.678,0.503
631,Desmond Mason\masonde01,24,SEA,NBA,2001-02,75,20,32.3,4.8,10.3,4.5,9.5,0.2,0.8,2.7,3.2,1.2,3.5,4.7,1.4,0.9,0.4,1.4,2.3,12.4,0.464,0.48,0.271,0.475,0.848,0.533
632,Amal McCaskill\mccasam01,28,SAS,NBA,2001-02,27,0,5.7,0.7,1.8,0.7,1.8,0,0,0.4,1,0.6,0.7,1.3,0.1,0.2,0.4,0.5,0.9,1.9,0.408,0.408,,0.408,0.462,0.43
633,Stanislav Medvedenko\medvest01,22,LAL,NBA,2001-02,71,6,10.3,2,4.3,2,4.2,0,0.1,0.6,0.9,1.2,1,2.2,0.6,0.4,0.2,0.6,1.7,4.7,0.477,0.483,0,0.477,0.661,0.5
634,Chris Mihm\mihmch01,22,CLE,NBA,2001-02,74,60,22.4,3,7.1,2.9,7,0,0.1,1.7,2.4,1.8,3.5,5.3,0.3,0.2,1.2,1.3,3.5,7.7,0.42,0.42,0.429,0.423,0.693,0.47
635,Darius Miles\milesda01,20,LAC,NBA,2001-02,82,6,27.2,3.8,7.8,3.7,7.6,0,0.2,1.9,3.1,1.3,4.2,5.5,2.2,0.9,1.3,2,2.2,9.5,0.481,0.491,0.158,0.484,0.62,0.516
636,Mike Miller\millemi01,21,ORL,NBA,2001-02,63,53,33.7,5.6,12.7,3.7,7.9,1.8,4.8,2.2,2.9,0.8,3.6,4.3,3.1,0.7,0.4,1.7,2.3,15.2,0.438,0.471,0.383,0.51,0.762,0.542
637,Jérôme Moïso\moisoje01,23,CHH,NBA,2001-02,15,0,5.1,0.5,1.3,0.5,1.3,0,0,0,0,0.3,1.4,1.7,0.3,0.2,0.1,0.5,0.8,1.1,0.4,0.4,,0.4,,0.4
638,Hanno Möttölä\mottoha01,25,ATL,NBA,2001-02,82,14,16.7,2.1,4.7,2,4.5,0,0.2,0.7,0.9,1,2.3,3.3,0.6,0.2,0.2,0.9,2.1,4.8,0.44,0.453,0.077,0.441,0.75,0.474
639,Mamadou N'Diaye\ndiayma02,26,TOR,NBA,2001-02,5,0,9.2,1.2,2,1.2,2,0,0,1.6,2,1.2,1,2.2,0,0,0.4,0.2,1.2,4,0.6,0.6,,0.6,0.8,0.694
640,Lee Nailon\nailole01,26,CHH,NBA,2001-02,79,41,24.2,4.7,9.7,4.7,9.6,0,0,1.4,1.9,1.3,2.4,3.7,1.2,0.7,0.2,1.2,2.2,10.8,0.483,0.483,0.5,0.484,0.747,0.513
641,Eduardo Nájera\najered01,25,DAL,NBA,2001-02,62,11,21.9,2.4,4.8,2.4,4.8,0,0,1.6,2.4,2.4,3.1,5.5,0.6,0.9,0.5,0.6,2.5,6.5,0.5,0.503,0,0.5,0.676,0.548
642,Ira Newble\newblir01,27,ATL,NBA,2001-02,42,35,30.3,3.1,6.3,3.1,6.1,0,0.2,1.8,2.1,1.9,3.4,5.3,1.1,0.9,0.5,1.2,2.8,8,0.498,0.508,0.143,0.5,0.852,0.56
643,Olumide Oyedeji\oyedeol01,20,SEA,NBA,2001-02,36,1,6.1,0.6,1.1,0.6,1.1,0,0,0.3,0.5,0.8,1.4,2.2,0.1,0.1,0.1,0.4,1,1.5,0.537,0.537,,0.537,0.611,0.562
644,Mike Penberthy\penbemi01,27,LAL,NBA,2001-02,3,0,4,0.3,0.7,0.3,0.7,0,0,1,1.3,0,0.7,0.7,0.7,0.7,0,0,0,1.7,0.5,0.5,,0.5,0.75,0.665
645,Morris Peterson\petermo01,24,TOR,NBA,2001-02,63,56,31.6,5.3,12.2,4,8.5,1.3,3.7,2,2.7,1.4,2.1,3.5,2.4,1.2,0.2,1.4,2.8,14,0.438,0.469,0.364,0.492,0.751,0.524
646,Lavor Postell\postela01,23,NYK,NBA,2001-02,23,0,7.8,1.2,3.7,1,2.5,0.3,1.1,1.3,1.8,0.1,0.6,0.7,0.2,0.3,0,0.5,0.3,4,0.333,0.379,0.231,0.369,0.756,0.456
647,Joel Przybilla\przybjo01,22,MIL,NBA,2001-02,71,62,15.9,1.1,2,1.1,2,0,0,0.5,1.3,1.1,2.9,4,0.3,0.3,1.7,0.6,2.8,2.7,0.535,0.539,0,0.535,0.422,0.523
648,Michael Redd\reddmi01,22,MIL,NBA,2001-02,67,8,21.1,4.4,9.1,3.1,6.1,1.3,3,1.4,1.7,1.1,2.2,3.3,1.4,0.6,0.1,0.9,1.4,11.4,0.483,0.501,0.444,0.555,0.791,0.581
649,Quentin Richardson\richaqu01,21,LAC,NBA,2001-02,81,0,26.6,4.9,11.4,3.3,7.1,1.6,4.3,1.8,2.3,1.4,2.7,4.1,1.6,1,0.3,1.3,1.8,13.3,0.432,0.463,0.381,0.504,0.765,0.534
650,Daniel Santiago\santida01,25,PHO,NBA,2001-02,3,0,8,1.3,2.7,1.3,2.7,0,0,0,0,0,2.3,2.3,0.7,0,0.3,0.7,1.3,2.7,0.5,0.5,,0.5,,0.5
651,Jabari Smith\smithja01,24,TOT,NBA,2001-02,23,0,7.9,1.1,2.7,1.1,2.6,0,0.1,0.9,1.4,0.3,0.9,1.2,0.5,0.3,0.3,0.2,1.3,3.2,0.413,0.433,0,0.413,0.656,0.474
652,DeShawn Stevenson\stevede01,20,UTA,NBA,2001-02,67,23,16.9,2.1,5.5,2.1,5.2,0,0.4,0.6,0.8,0.7,1.3,2,1.7,0.4,0.4,1,1.2,4.9,0.385,0.408,0.08,0.388,0.698,0.412
653,Stromile Swift\swiftst01,22,MEM,NBA,2001-02,68,14,26.5,4.3,9,4.3,8.9,0,0,3.2,4.5,2.4,4,6.3,0.7,0.8,1.7,1.8,2.6,11.8,0.48,0.482,0,0.48,0.711,0.539
654,Jake Tsakalidis\tsakaja01,22,PHO,NBA,2001-02,67,47,23.6,2.8,6,2.8,6,0,0,1.7,2.4,1.9,3.6,5.6,0.3,0.3,1,1.2,2.9,7.3,0.475,0.476,0,0.475,0.698,0.522
655,Hedo Türkoğlu\turkohe01,22,SAC,NBA,2001-02,80,10,24.6,3.6,8.6,2.8,6.5,0.8,2.1,2.1,2.9,0.8,3.8,4.5,2,0.7,0.4,1,2.3,10.1,0.422,0.44,0.368,0.468,0.726,0.514
656,Jake Voskuhl\voskuja01,24,PHO,NBA,2001-02,59,34,15.3,1.8,3.3,1.8,3.3,0,0,1.4,1.8,1.7,2.5,4.2,0.3,0.2,0.4,0.8,2.4,5,0.554,0.554,,0.554,0.752,0.614
657,Wang Zhizhi\zhizhwa01,24,DAL,NBA,2001-02,55,0,10.9,2,4.5,1.1,2.4,0.9,2.1,0.8,1,0.3,1.7,2,0.4,0.2,0.3,0.5,1.5,5.6,0.44,0.462,0.414,0.536,0.737,0.564
